source_species	input_gene	normalized_gene	human_ensembl	human_symbol	status	reason	updated_at
mouse	Tns3	Tns3	ENSG00000136205	TNS3	mapped		2026-05-26T15:33:51+00:00
mouse	Tox	Tox	ENSG00000198846	TOX	mapped		2026-05-26T15:33:54+00:00
mouse	Tox3	Tox3	ENSG00000103460	TOX3	mapped		2026-05-26T15:33:57+00:00
mouse	Tpd52	Tpd52	ENSG00000076554	TPD52	mapped		2026-05-26T15:34:00+00:00
mouse	Tpd52l1	Tpd52l1	ENSG00000111907	TPD52L1	mapped		2026-05-26T15:34:04+00:00
mouse	Tph2	Tph2	ENSG00000139287	TPH2	mapped		2026-05-26T15:34:07+00:00
mouse	Tpi1	Tpi1	ENSG00000111669	TPI1	mapped		2026-05-26T15:34:10+00:00
mouse	Tpm1	Tpm1	ENSG00000140416	TPM1	mapped		2026-05-26T15:34:14+00:00
mouse	Tpm2	Tpm2	ENSG00000198467	TPM2	mapped		2026-05-26T15:34:16+00:00
mouse	Tpt1	Tpt1			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:34:19+00:00
mouse	Tpx2	Tpx2	ENSG00000088325	TPX2	mapped		2026-05-26T15:34:22+00:00
mouse	Trdn	Trdn	ENSG00000186439	TRDN	mapped		2026-05-26T15:34:25+00:00
mouse	Trem2	Trem2	ENSG00000095970	TREM2	mapped		2026-05-26T15:34:28+00:00
mouse	Trf	Trf	ENSG00000091513	TF	mapped		2026-05-26T15:34:31+00:00
mouse	Trh	Trh	ENSG00000170893	TRH	mapped		2026-05-26T15:34:35+00:00
mouse	Tril	Tril	ENSG00000255690	TRIL	mapped		2026-05-26T15:34:37+00:00
mouse	Trim3	Trim3	ENSG00000110171	TRIM3	mapped		2026-05-26T15:34:41+00:00
mouse	Trim54	Trim54	ENSG00000138100	TRIM54	mapped		2026-05-26T15:34:44+00:00
mouse	Trp53	Trp53	ENSG00000141510	TP53	mapped		2026-05-26T15:34:48+00:00
mouse	Trp53cor1	Trp53cor1			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:34:50+00:00
mouse	Trpm3	Trpm3	ENSG00000083067	TRPM3	mapped		2026-05-26T15:34:53+00:00
mouse	Trps1	Trps1	ENSG00000104447	TRPS1	mapped		2026-05-26T15:34:56+00:00
mouse	Trpv1	Trpv1	ENSG00000196689	TRPV1	mapped		2026-05-26T15:34:59+00:00
mouse	Tshz2	Tshz2	ENSG00000182463	TSHZ2	mapped		2026-05-26T15:35:02+00:00
mouse	Tspan2	Tspan2	ENSG00000134198	TSPAN2	mapped		2026-05-26T15:35:05+00:00
mouse	Tspan4	Tspan4	ENSG00000214063	TSPAN4	mapped		2026-05-26T15:35:08+00:00
mouse	Tspan8	Tspan8	ENSG00000127324	TSPAN8	mapped		2026-05-26T15:35:11+00:00
mouse	Ttr	Ttr	ENSG00000118271	TTR	mapped		2026-05-26T15:35:14+00:00
mouse	Ttyh1	Ttyh1	ENSG00000167614	TTYH1	mapped		2026-05-26T15:35:17+00:00
mouse	Tuba1a	Tuba1a	ENSG00000167552	TUBA1A	mapped		2026-05-26T15:35:20+00:00
mouse	Tuba1c	Tuba1c	ENSG00000167553	TUBA1C	mapped		2026-05-26T15:35:22+00:00
mouse	Tubb4a	Tubb4a	ENSG00000104833	TUBB4A	mapped		2026-05-26T15:35:25+00:00
mouse	Tubb5	Tubb5	ENSG00000196230	TUBB	mapped		2026-05-26T15:35:29+00:00
mouse	Tyrobp	Tyrobp	ENSG00000011600	TYROBP	mapped		2026-05-26T15:35:32+00:00
mouse	Uba52	Uba52	ENSG00000221983	UBA52	mapped		2026-05-26T15:35:35+00:00
mouse	Ubb	Ubb	ENSG00000170315	UBB	mapped		2026-05-26T15:35:37+00:00
mouse	Ubc	Ubc	ENSG00000150991	UBC	mapped		2026-05-26T15:35:40+00:00
mouse	Ube2c	Ube2c	ENSG00000175063	UBE2C	mapped		2026-05-26T15:35:44+00:00
mouse	Ube3a	Ube3a	ENSG00000114062	UBE3A	mapped		2026-05-26T15:35:47+00:00
mouse	Ugt8a	Ugt8a	ENSG00000174607	UGT8	mapped		2026-05-26T15:35:50+00:00
mouse	Unc13b	Unc13b	ENSG00000198722	UNC13B	mapped		2026-05-26T15:35:53+00:00
mouse	Unc13c	Unc13c	ENSG00000137766	UNC13C	mapped		2026-05-26T15:35:57+00:00
mouse	Unc5b	Unc5b	ENSG00000107731	UNC5B	mapped		2026-05-26T15:36:00+00:00
mouse	Ung	Ung	ENSG00000076248	UNG	mapped		2026-05-26T15:36:03+00:00
mouse	Upp1	Upp1	ENSG00000183696	UPP1	mapped		2026-05-26T15:36:06+00:00
mouse	Usp46	Usp46	ENSG00000109189	USP46	mapped		2026-05-26T15:36:09+00:00
mouse	Usp8	Usp8	ENSG00000138592	USP8	mapped		2026-05-26T15:36:11+00:00
mouse	Vamp1	Vamp1	ENSG00000139190	VAMP1	mapped		2026-05-26T15:36:14+00:00
mouse	Vamp3	Vamp3	ENSG00000049245	VAMP3	mapped		2026-05-26T15:36:17+00:00
mouse	Vamp4	Vamp4	ENSG00000117533	VAMP4	mapped		2026-05-26T15:36:20+00:00
mouse	Vcam1	Vcam1	ENSG00000162692	VCAM1	mapped		2026-05-26T15:36:23+00:00
mouse	Vcp	Vcp	ENSG00000165280	VCP	mapped		2026-05-26T15:36:26+00:00
mouse	Vcpip1	Vcpip1	ENSG00000175073	VCPIP1	mapped		2026-05-26T15:36:29+00:00
mouse	Vegfa	Vegfa	ENSG00000112715	VEGFA	mapped		2026-05-26T15:36:32+00:00
mouse	Vgll3	Vgll3	ENSG00000206538	VGLL3	mapped		2026-05-26T15:36:35+00:00
mouse	Vhl	Vhl	ENSG00000134086	VHL	mapped		2026-05-26T15:36:38+00:00
mouse	Vim	Vim	ENSG00000026025	VIM	mapped		2026-05-26T15:36:41+00:00
mouse	Vps11	Vps11	ENSG00000160695	VPS11	mapped		2026-05-26T15:36:45+00:00
mouse	Vps16	Vps16	ENSG00000215305	VPS16	mapped		2026-05-26T15:36:48+00:00
mouse	Vps33b	Vps33b	ENSG00000184056	VPS33B	mapped		2026-05-26T15:36:51+00:00
mouse	Vps35	Vps35	ENSG00000069329	VPS35	mapped		2026-05-26T15:36:54+00:00
mouse	Vsig4	Vsig4	ENSG00000155659	VSIG4	mapped		2026-05-26T15:36:56+00:00
mouse	Vsig8	Vsig8	ENSG00000243284	VSIG8	mapped		2026-05-26T15:36:59+00:00
mouse	Vsnl1	Vsnl1	ENSG00000163032	VSNL1	mapped		2026-05-26T15:37:03+00:00
mouse	Vstm2a	Vstm2a	ENSG00000170419	VSTM2A	mapped		2026-05-26T15:37:05+00:00
mouse	Vti1a	Vti1a	ENSG00000151532	VTI1A	mapped		2026-05-26T15:37:08+00:00
mouse	Vtn	Vtn	ENSG00000109072	VTN	mapped		2026-05-26T15:37:12+00:00
mouse	Vwa1	Vwa1	ENSG00000179403	VWA1	mapped		2026-05-26T15:37:15+00:00
mouse	Vwf	Vwf	ENSG00000110799	VWF	mapped		2026-05-26T15:37:19+00:00
mouse	Wasf3	Wasf3	ENSG00000132970	WASF3	mapped		2026-05-26T15:37:22+00:00
mouse	Wasl	Wasl	ENSG00000106299	WASL	mapped		2026-05-26T15:37:26+00:00
mouse	Wfdc12	Wfdc12	ENSG00000168703	WFDC12	mapped		2026-05-26T15:37:28+00:00
mouse	Wfdc17	Wfdc17			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:37:31+00:00
mouse	Wfdc18	Wfdc18			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:37:34+00:00
mouse	Wfdc2	Wfdc2	ENSG00000101443	WFDC2	mapped		2026-05-26T15:37:36+00:00
mouse	Wfs1	Wfs1	ENSG00000109501	WFS1	mapped		2026-05-26T15:37:39+00:00
mouse	Whrn	Whrn	ENSG00000095397	WHRN	mapped		2026-05-26T15:37:42+00:00
mouse	Wif1	Wif1	ENSG00000156076	WIF1	mapped		2026-05-26T15:37:45+00:00
mouse	Wnk1	Wnk1	ENSG00000060237	WNK1	mapped		2026-05-26T15:37:48+00:00
mouse	Wnt5a	Wnt5a	ENSG00000114251	WNT5A	mapped		2026-05-26T15:37:52+00:00
mouse	Wnt7b	Wnt7b	ENSG00000188064	WNT7B	mapped		2026-05-26T15:37:55+00:00
mouse	Wnt8b	Wnt8b	ENSG00000075290	WNT8B	mapped		2026-05-26T15:37:58+00:00
mouse	Wwox	Wwox	ENSG00000186153	WWOX	mapped		2026-05-26T15:38:02+00:00
mouse	Xbp1	Xbp1	ENSG00000100219	XBP1	mapped		2026-05-26T15:38:05+00:00
mouse	Yjefn3	Yjefn3	ENSG00000250067	YJEFN3	mapped		2026-05-26T15:38:09+00:00
mouse	Ypel5	Ypel5	ENSG00000119801	YPEL5	mapped		2026-05-26T15:38:12+00:00
mouse	Ywhag	Ywhag	ENSG00000170027	YWHAG	mapped		2026-05-26T15:38:15+00:00
mouse	Ywhaq	Ywhaq			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:38:17+00:00
mouse	Zbtb20	Zbtb20	ENSG00000181722	ZBTB20	mapped		2026-05-26T15:38:21+00:00
mouse	Zc3h7a	Zc3h7a	ENSG00000122299	ZC3H7A	mapped		2026-05-26T15:38:24+00:00
mouse	Zc3hav1	Zc3hav1	ENSG00000105939	ZC3HAV1	mapped		2026-05-26T15:38:27+00:00
mouse	Zdhhc5	Zdhhc5	ENSG00000156599	ZDHHC5	mapped		2026-05-26T15:38:31+00:00
mouse	Zfand4	Zfand4	ENSG00000172671	ZFAND4	mapped		2026-05-26T15:38:34+00:00
mouse	Zfhx4	Zfhx4	ENSG00000091656	ZFHX4	mapped		2026-05-26T15:38:36+00:00
mouse	Zfp36	Zfp36	ENSG00000128016	ZFP36	mapped		2026-05-26T15:38:39+00:00
mouse	Zfp536	Zfp536	ENSG00000198597	ZNF536	mapped		2026-05-26T15:38:42+00:00
mouse	Zfp60	Zfp60			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:38:45+00:00
mouse	Zfp750	Zfp750	ENSG00000141579	ZNF750	mapped		2026-05-26T15:38:48+00:00
mouse	Zhx1	Zhx1	ENSG00000165156	ZHX1	mapped		2026-05-26T15:38:52+00:00
mouse	Zic1	Zic1	ENSG00000152977	ZIC1	mapped		2026-05-26T15:38:55+00:00
mouse	Zmym1	Zmym1	ENSG00000197056	ZMYM1	mapped		2026-05-26T15:38:58+00:00
